"plantID","accession","treatment","experiment","meta.experiment","facility","variable","value","Gene_idGene","direction"
24773,"SALK_008905C","control","VT_Expt3","3","VT-GC1","fruitnum",166,"AT5G55290","high"
24774,"SALK_039709C","control","VT_Expt3","3","VT-GC1","fruitnum",142,"AT3G60000","high"
24775,"SALK_015166C","control","VT_Expt3","3","VT-GC1","fruitnum",151,NA,"high"
24776,"SALK_020181C","control","VT_Expt3","3","VT-GC1","fruitnum",154,"AT4G39610","high"
24777,"SALK_038434C","control","VT_Expt3","3","VT-GC1","fruitnum",161,"AT5G15880","high"
24778,"SALK_022524C","control","VT_Expt3","3","VT-GC1","fruitnum",153,"AT4G14640","high"
24783,"SALK_010406C","control","VT_Expt3","3","VT-GC1","fruitnum",138,"AT1G04270","high"
24787,"SALK_012847C","control","VT_Expt3","3","VT-GC1","fruitnum",136,"AT1G20290","high"
24789,"SALK_038574C","control","VT_Expt3","3","VT-GC1","fruitnum",138,"AT1G47750","high"
24791,"SALK_004686C","control","VT_Expt3","3","VT-GC1","fruitnum",140,"AT3G10360","high"
24792,"SALK_014633C","control","VT_Expt3","3","VT-GC1","fruitnum",146,"AT5G30495","high"
24793,"SALK_012792C","control","VT_Expt3","3","VT-GC1","fruitnum",168,"AT3G27480","high"
24794,"SALK_024360C","control","VT_Expt3","3","VT-GC1","fruitnum",138,NA,"high"
24795,"SALK_040096C","control","VT_Expt3","3","VT-GC1","fruitnum",144,"AT1G22450","high"
24796,"SALK_037347C","control","VT_Expt3","3","VT-GC1","fruitnum",183,"AT5G66650","high"
24797,"SALK_014341C","control","VT_Expt3","3","VT-GC1","fruitnum",144,NA,"high"
24802,"CS22633","control","VT_Expt3","3","VT-GC1","fruitnum",141,"","high"
24803,"SALK_026568C","control","VT_Expt3","3","VT-GC1","fruitnum",137,"AT2G46440","high"
24804,"SALK_044189C","control","VT_Expt3","3","VT-GC1","fruitnum",156,"AT1G02400","high"
24805,"SALK_040181C","control","VT_Expt3","3","VT-GC1","fruitnum",191,"AT5G09940","high"
24808,"SALK_017677C","control","VT_Expt3","3","VT-GC1","fruitnum",133,NA,"high"
24810,"SALK_009619C","control","VT_Expt3","3","VT-GC1","fruitnum",177,"AT4G03010","high"
24811,"SALK_039123C","control","VT_Expt3","3","VT-GC1","fruitnum",179,"AT3G52155","high"
24812,"SALK_017994C","control","VT_Expt3","3","VT-GC1","fruitnum",142,NA,"high"
24815,"CS22647","control","VT_Expt3","3","VT-GC1","fruitnum",139,"","high"
24816,"SALK_040214C","control","VT_Expt3","3","VT-GC1","fruitnum",153,"AT3G03900","high"
28589,"SALK_023995C","A","TP1EXPT2","2","COFC-NGH","fruitnum",126,"AT3G30465","high"
28593,"SALK_027248C","D","TP1EXPT2","2","COFC-NGH","fruitnum",151,"AT3G56330","high"
28594,"SALK_075516C","B","TP1EXPT2","2","COFC-NGH","fruitnum",177,"AT1G37140","high"
28606,"SALK_022902C","D","TP1EXPT2","2","COFC-NGH","fruitnum",151,"AT5G17180","high"
28615,"SALK_012792C","B","TP1EXPT2","2","COFC-NGH","fruitnum",141,"AT3G27480","high"
28617,"COL70000","D","TP1EXPT2","2","COFC-NGH","fruitnum",136,"","high"
28618,"SALK_020181C","B","TP1EXPT2","2","COFC-NGH","fruitnum",165,"AT4G39610","high"
28619,"SALK_023316C","D","TP1EXPT2","2","COFC-NGH","fruitnum",135,"AT5G45440","high"
28620,"SALK_118842C","B","TP1EXPT2","2","COFC-NGH","fruitnum",144,"AT5G23090","high"
28624,"SALK_023915C","D","TP1EXPT2","2","COFC-NGH","fruitnum",150,"AT4G13940","high"
28631,"SALK_049342C","D","TP1EXPT2","2","COFC-NGH","fruitnum",126,"AT2G22610","high"
28636,"CS22633","D","TP1EXPT2","2","COFC-NGH","fruitnum",135,"","high"
28641,"CS22635","B","TP1EXPT2","2","COFC-NGH","fruitnum",154,"","high"
28644,"SALK_066578C","B","TP1EXPT2","2","COFC-NGH","fruitnum",158,"AT3G05155","high"
28647,"SALK_025407C","B","TP1EXPT2","2","COFC-NGH","fruitnum",150,"AT5G55800","high"
28650,"SALK_050141C","B","TP1EXPT2","2","COFC-NGH","fruitnum",158,"AT1G43130","high"
28653,"SALK_039361C","C","TP1EXPT2","2","COFC-NGH","fruitnum",158,"AT5G56670","high"
28659,"SALK_024197C","D","TP1EXPT2","2","COFC-NGH","fruitnum",149,"AT2G13550","high"
28662,"CS22618","B","TP1EXPT2","2","COFC-NGH","fruitnum",201,"","high"
28664,"SALK_025678C","D","TP1EXPT2","2","COFC-NGH","fruitnum",163,"AT1G22730","high"
28665,"SALK_023625C","B","TP1EXPT2","2","COFC-NGH","fruitnum",174,"AT2G01730","high"
28672,"SALK_093390C","D","TP1EXPT2","2","COFC-NGH","fruitnum",153,"AT4G31170","high"
28673,"SALK_049220C","B","TP1EXPT2","2","COFC-NGH","fruitnum",176,"AT3G57670","high"
28674,"SALK_023726C","D","TP1EXPT2","2","COFC-NGH","fruitnum",164,"AT5G45430","high"
28678,"SALK_023915C","B","TP1EXPT2","2","COFC-NGH","fruitnum",135,"AT4G13940","high"
28681,"SALK_012553C","B","TP1EXPT2","2","COFC-NGH","fruitnum",191,"AT3G06170","high"
28682,"SALK_082690C","D","TP1EXPT2","2","COFC-NGH","fruitnum",132,"AT1G04760","high"
28695,"CS22617","D","TP1EXPT2","2","COFC-NGH","fruitnum",159,"","high"
28697,"SALK_006487C","B","TP1EXPT2","2","COFC-NGH","fruitnum",129,"AT1G64150","high"
28698,"SALK_024742C","B","TP1EXPT2","2","COFC-NGH","fruitnum",167,"AT1G08610","high"
28699,"SALK_066578C","D","TP1EXPT2","2","COFC-NGH","fruitnum",128,"AT3G05155","high"
28702,"SALK_039478C","B","TP1EXPT2","2","COFC-NGH","fruitnum",157,"AT3G27920","high"
28704,"SALK_025890C","D","TP1EXPT2","2","COFC-NGH","fruitnum",143,"AT3G44713","high"
28708,"SALK_079811C","B","TP1EXPT2","2","COFC-NGH","fruitnum",148,"AT1G77200","high"
28709,"SALK_039456C","D","TP1EXPT2","2","COFC-NGH","fruitnum",143,"AT2G19450","high"
28720,"SALK_088429C","B","TP1EXPT2","2","COFC-NGH","fruitnum",176,"AT5G08020","high"
28724,"SALK_049342C","D","TP1EXPT2","2","COFC-NGH","fruitnum",137,"AT2G22610","high"
28726,"SALK_025451C","D","TP1EXPT2","2","COFC-NGH","fruitnum",147,"AT4G27140","high"
28728,"SALK_039302C","B","TP1EXPT2","2","COFC-NGH","fruitnum",152,"AT3G01460","high"
28729,"SALK_022902C","D","TP1EXPT2","2","COFC-NGH","fruitnum",148,"AT5G17180","high"
28739,"SALK_025678C","B","TP1EXPT2","2","COFC-NGH","fruitnum",131,"AT1G22730","high"
28740,"SALK_113587C","D","TP1EXPT2","2","COFC-NGH","fruitnum",154,"AT3G25030","high"
28741,"SALK_024720C","D","TP1EXPT2","2","COFC-NGH","fruitnum",133,"AT3G50820","high"
28742,"CS22652","D","TP1EXPT2","2","COFC-NGH","fruitnum",156,"","high"
28757,"SALK_006575C","B","TP1EXPT2","2","COFC-NGH","fruitnum",136,"AT3G47675","high"
28768,"SALK_025451C","B","TP1EXPT2","2","COFC-NGH","fruitnum",147,"AT4G27140","high"
28775,"SALK_118842C","B","TP1EXPT2","2","COFC-NGH","fruitnum",177,"AT5G23090","high"
28785,"SALK_075970C","A","TP1EXPT2","2","COFC-NGH","fruitnum",130,"AT3G16650","high"
28794,"SALK_016332C","B","TP1EXPT2","2","COFC-NGH","fruitnum",157,"AT3G53180","high"
28798,"SALK_023995C","B","TP1EXPT2","2","COFC-NGH","fruitnum",134,"AT3G30465","high"
28804,"CS22596","B","TP1EXPT2","2","COFC-NGH","fruitnum",187,"","high"
28805,"SALK_113587C","D","TP1EXPT2","2","COFC-NGH","fruitnum",148,"AT3G25030","high"
28806,"SALK_022201C","D","TP1EXPT2","2","COFC-NGH","fruitnum",128,"AT5G35920","high"
28813,"CS22596","D","TP1EXPT2","2","COFC-NGH","fruitnum",175,"","high"
28822,"SALK_049220C","D","TP1EXPT2","2","COFC-NGH","fruitnum",184,"AT3G57670","high"
28829,"SALK_024742C","B","TP1EXPT2","2","COFC-NGH","fruitnum",153,"AT1G08610","high"
28831,"SALK_039478C","B","TP1EXPT2","2","COFC-NGH","fruitnum",156,"AT3G27920","high"
28832,"SALK_020181C","D","TP1EXPT2","2","COFC-NGH","fruitnum",159,"AT4G39610","high"
28834,"SALK_118842C","D","TP1EXPT2","2","COFC-NGH","fruitnum",127,"AT5G23090","high"
28837,"SALK_027248C","B","TP1EXPT2","2","COFC-NGH","fruitnum",147,"AT3G56330","high"
28848,"SALK_012553C","B","TP1EXPT2","2","COFC-NGH","fruitnum",181,"AT3G06170","high"
28859,"SALK_023726C","B","TP1EXPT2","2","COFC-NGH","fruitnum",132,"AT5G45430","high"
28860,"SALK_039302C","C","TP1EXPT2","2","COFC-NGH","fruitnum",151,"AT3G01460","high"
28861,"CS22652","B","TP1EXPT2","2","COFC-NGH","fruitnum",178,"","high"
28870,"SALK_053489C","D","TP1EXPT2","2","COFC-NGH","fruitnum",137,"AT3G02410","high"
28875,"SALK_024720C","D","TP1EXPT2","2","COFC-NGH","fruitnum",142,"AT3G50820","high"
28880,"SALK_047862C","D","TP1EXPT2","2","COFC-NGH","fruitnum",147,"AT5G38150","high"
28885,"SALK_022879C","D","TP1EXPT2","2","COFC-NGH","fruitnum",173,"AT1G06580","high"
28892,"SALK_016557C","B","TP1EXPT2","2","COFC-NGH","fruitnum",153,"AT5G14890","high"
28896,"SALK_075970C","B","TP1EXPT2","2","COFC-NGH","fruitnum",172,"AT3G16650","high"
28897,"SALK_093390C","D","TP1EXPT2","2","COFC-NGH","fruitnum",135,"AT4G31170","high"
28901,"SALK_023625C","D","TP1EXPT2","2","COFC-NGH","fruitnum",160,"AT2G01730","high"
28907,"SALK_140204C","B","TP1EXPT2","2","COFC-NGH","fruitnum",147,"AT1G05260","high"
28908,"CS22618","D","TP1EXPT2","2","COFC-NGH","fruitnum",163,"","high"
28910,"CS22617","B","TP1EXPT2","2","COFC-NGH","fruitnum",163,"","high"
28911,"CS22596","D","TP1EXPT2","2","COFC-NGH","fruitnum",164,"","high"
28912,"SALK_020158C","D","TP1EXPT2","2","COFC-NGH","fruitnum",140,"AT1G69260","high"
28913,"SALK_039302C","D","TP1EXPT2","2","COFC-NGH","fruitnum",128,"AT3G01460","high"
28922,"SALK_049342C","D","TP1EXPT2","2","COFC-NGH","fruitnum",145,"AT2G22610","high"
28925,"SALK_024197C","D","TP1EXPT2","2","COFC-NGH","fruitnum",129,"AT2G13550","high"
28932,"CS22636","B","TP1EXPT2","2","COFC-NGH","fruitnum",137,"","high"
28942,"SALK_023915C","B","TP1EXPT2","2","COFC-NGH","fruitnum",198,"AT4G13940","high"
28946,"SALK_002876C","D","TP1EXPT2","2","COFC-NGH","fruitnum",141,"AT5G19870","high"
28952,"SALK_020158C","B","TP1EXPT2","2","COFC-NGH","fruitnum",177,"AT1G69260","high"
28963,"SALK_026797C","B","TP1EXPT2","2","COFC-NGH","fruitnum",150,"AT2G29550","high"
28964,"SALK_103127C","B","TP1EXPT2","2","COFC-NGH","fruitnum",152,"AT5G64080","high"
28967,"CS22658","B","TP1EXPT2","2","COFC-NGH","fruitnum",127,"","high"
28968,"CS22659","B","TP1EXPT2","2","COFC-NGH","fruitnum",165,"","high"
28969,"SALK_039361C","B","TP1EXPT2","2","COFC-NGH","fruitnum",156,"AT5G56670","high"
28970,"SALK_138583C","B","TP1EXPT2","2","COFC-NGH","fruitnum",128,"AT5G61190","high"
28979,"SALK_039456C","D","TP1EXPT2","2","COFC-NGH","fruitnum",146,"AT2G19450","high"
28992,"SALK_047862C","D","TP1EXPT2","2","COFC-NGH","fruitnum",133,"AT5G38150","high"
28993,"SALK_118842C","B","TP1EXPT2","2","COFC-NGH","fruitnum",172,"AT5G23090","high"
28995,"SALK_050141C","B","TP1EXPT2","2","COFC-NGH","fruitnum",152,"AT1G43130","high"
28998,"SALK_012792C","D","TP1EXPT2","2","COFC-NGH","fruitnum",142,"AT3G27480","high"
29003,"CS22618","D","TP1EXPT2","2","COFC-NGH","fruitnum",194,"","high"
29005,"SALK_079811C","B","TP1EXPT2","2","COFC-NGH","fruitnum",139,"AT1G77200","high"
29012,"CS22633","B","TP1EXPT2","2","COFC-NGH","fruitnum",146,"","high"
29015,"SALK_123484C","B","TP1EXPT2","2","COFC-NGH","fruitnum",147,"AT1G25490","high"
29018,"SALK_088429C","B","TP1EXPT2","2","COFC-NGH","fruitnum",159,"AT5G08020","high"
29019,"SALK_024720C","B","TP1EXPT2","2","COFC-NGH","fruitnum",171,"AT3G50820","high"
29020,"SALK_039302C","D","TP1EXPT2","2","COFC-NGH","fruitnum",132,"AT3G01460","high"
29021,"SALK_024197C","B","TP1EXPT2","2","COFC-NGH","fruitnum",187,"AT2G13550","high"
29022,"CS22658","B","TP1EXPT2","2","COFC-NGH","fruitnum",197,"","high"
29027,"SALK_130522C","B","TP1EXPT2","2","COFC-NGH","fruitnum",159,"AT1G05120","high"
29028,"COL70000","D","TP1EXPT2","2","COFC-NGH","fruitnum",151,"","high"
29030,"CS22635","B","TP1EXPT2","2","COFC-NGH","fruitnum",150,"","high"
29032,"SALK_022201C","B","TP1EXPT2","2","COFC-NGH","fruitnum",145,"AT5G35920","high"
29037,"SALK_140204C","D","TP1EXPT2","2","COFC-NGH","fruitnum",172,"AT1G05260","high"
29038,"SALK_022902C","B","TP1EXPT2","2","COFC-NGH","fruitnum",175,"AT5G17180","high"
29051,"SALK_039478C","D","TP1EXPT2","2","COFC-NGH","fruitnum",155,"AT3G27920","high"
29054,"SALK_025890C","D","TP1EXPT2","2","COFC-NGH","fruitnum",163,"AT3G44713","high"
29055,"SALK_024742C","D","TP1EXPT2","2","COFC-NGH","fruitnum",160,"AT1G08610","high"
29057,"CS22652","D","TP1EXPT2","2","COFC-NGH","fruitnum",160,"","high"
29061,"SALK_113587C","B","TP1EXPT2","2","COFC-NGH","fruitnum",176,"AT3G25030","high"
29063,"SALK_093390C","B","TP1EXPT2","2","COFC-NGH","fruitnum",169,"AT4G31170","high"
29069,"SALK_006487C","B","TP1EXPT2","2","COFC-NGH","fruitnum",191,"AT1G64150","high"
29071,"CS22617","B","TP1EXPT2","2","COFC-NGH","fruitnum",207,"","high"
29072,"SALK_023316C","D","TP1EXPT2","2","COFC-NGH","fruitnum",131,"AT5G45440","high"
29075,"SALK_004457C","B","TP1EXPT2","2","COFC-NGH","fruitnum",169,"AT2G15380","high"
29076,"SALK_002876C","D","TP1EXPT2","2","COFC-NGH","fruitnum",134,"AT5G19870","high"
29078,"SALK_024720C","B","TP1EXPT2","2","COFC-NGH","fruitnum",171,"AT3G50820","high"
29083,"SALK_025678C","B","TP1EXPT2","2","COFC-NGH","fruitnum",203,"AT1G22730","high"
29084,"SALK_103127C","B","TP1EXPT2","2","COFC-NGH","fruitnum",153,"AT5G64080","high"
29085,"SALK_041685C","D","TP1EXPT2","2","COFC-NGH","fruitnum",138,"AT3G28890","high"
29089,"SALK_023625C","D","TP1EXPT2","2","COFC-NGH","fruitnum",163,"AT2G01730","high"
29093,"SALK_127456C","B","TP1EXPT2","2","COFC-NGH","fruitnum",198,"AT5G25180","high"
29094,"SALK_113587C","B","TP1EXPT2","2","COFC-NGH","fruitnum",166,"AT3G25030","high"
29097,"SALK_023753C","D","TP1EXPT2","2","COFC-NGH","fruitnum",145,"AT5G20810","high"
29098,"SALK_006487C","D","TP1EXPT2","2","COFC-NGH","fruitnum",158,"AT1G64150","high"
29099,"SALK_058070C","D","TP1EXPT2","2","COFC-NGH","fruitnum",147,"AT5G61730","high"
29106,"SALK_047862C","B","TP1EXPT2","2","COFC-NGH","fruitnum",177,"AT5G38150","high"
29115,"SALK_039456C","B","TP1EXPT2","2","COFC-NGH","fruitnum",173,"AT2G19450","high"
29116,"SALK_050141C","D","TP1EXPT2","2","COFC-NGH","fruitnum",128,"AT1G43130","high"
29117,"SALK_049342C","B","TP1EXPT2","2","COFC-NGH","fruitnum",167,"AT2G22610","high"
29119,"SALK_027248C","B","TP1EXPT2","2","COFC-NGH","fruitnum",150,"AT3G56330","high"
29121,"SALK_082690C","D","TP1EXPT2","2","COFC-NGH","fruitnum",143,"AT1G04760","high"
29122,"SALK_004686C","B","TP1EXPT2","2","COFC-NGH","fruitnum",155,"AT3G10360","high"
29123,"CS22652","B","TP1EXPT2","2","COFC-NGH","fruitnum",181,"","high"
29127,"SALK_022879C","B","TP1EXPT2","2","COFC-NGH","fruitnum",147,"AT1G06580","high"
29128,"SALK_042719C","B","TP1EXPT2","2","COFC-NGH","fruitnum",152,"AT2G27070","high"
29129,"SALK_075516C","B","TP1EXPT2","2","COFC-NGH","fruitnum",157,"AT1G37140","high"
29132,"SALK_041685C","B","TP1EXPT2","2","COFC-NGH","fruitnum",136,"AT3G28890","high"
29134,"SALK_002904C","D","TP1EXPT2","2","COFC-NGH","fruitnum",127,"AT5G66560","high"
29138,"SALK_016557C","D","TP1EXPT2","2","COFC-NGH","fruitnum",126,"AT5G14890","high"
29144,"CS22596","B","TP1EXPT2","2","COFC-NGH","fruitnum",203,"","high"
29151,"SALK_130522C","D","TP1EXPT2","2","COFC-NGH","fruitnum",181,"AT1G05120","high"
29156,"SALK_007810C","B","TP1EXPT2","2","COFC-NGH","fruitnum",170,"AT2G28640","high"
29157,"SALK_023316C","B","TP1EXPT2","2","COFC-NGH","fruitnum",196,"AT5G45440","high"
29162,"SALK_012792C","B","TP1EXPT2","2","COFC-NGH","fruitnum",199,"AT3G27480","high"
29163,"SALK_026797C","D","TP1EXPT2","2","COFC-NGH","fruitnum",159,"AT2G29550","high"
29174,"SALK_127456C","B","TP1EXPT2","2","COFC-NGH","fruitnum",159,"AT5G25180","high"
29182,"SALK_047992C","D","TP1EXPT2","2","COFC-NGH","fruitnum",164,"AT5G59960","high"
29184,"SALK_006487C","D","TP1EXPT2","2","COFC-NGH","fruitnum",144,"AT1G64150","high"
29186,"SALK_023995C","B","TP1EXPT2","2","COFC-NGH","fruitnum",136,"AT3G30465","high"
29191,"SALK_075516C","D","TP1EXPT2","2","COFC-NGH","fruitnum",127,"AT1G37140","high"
29192,"SALK_016332C","B","TP1EXPT2","2","COFC-NGH","fruitnum",148,"AT3G53180","high"
29197,"SALK_039478C","B","TP1EXPT2","2","COFC-NGH","fruitnum",152,"AT3G27920","high"
29200,"CS22618","B","TP1EXPT2","2","COFC-NGH","fruitnum",146,"","high"
29205,"SALK_023316C","B","TP1EXPT2","2","COFC-NGH","fruitnum",176,"AT5G45440","high"
29207,"SALK_072624C","B","TP1EXPT2","2","COFC-NGH","fruitnum",175,"AT4G04720","high"
29213,"SALK_025678C","D","TP1EXPT2","2","COFC-NGH","fruitnum",161,"AT1G22730","high"
29214,"SALK_039361C","D","TP1EXPT2","2","COFC-NGH","fruitnum",144,"AT5G56670","high"
29226,"SALK_023625C","B","TP1EXPT2","2","COFC-NGH","fruitnum",163,"AT2G01730","high"
29228,"SALK_027248C","D","TP1EXPT2","2","COFC-NGH","fruitnum",139,"AT3G56330","high"
29232,"SALK_009619C","B","TP1EXPT2","2","COFC-NGH","fruitnum",172,"AT4G03010","high"
29235,"CS22652","D","TP1EXPT2","2","COFC-NGH","fruitnum",167,"","high"
29239,"SALK_113587C","D","TP1EXPT2","2","COFC-NGH","fruitnum",126,"AT3G25030","high"
29240,"SALK_138583C","B","TP1EXPT2","2","COFC-NGH","fruitnum",192,"AT5G61190","high"
29241,"SALK_023915C","D","TP1EXPT2","2","COFC-NGH","fruitnum",156,"AT4G13940","high"
29242,"SALK_024742C","D","TP1EXPT2","2","COFC-NGH","fruitnum",190,"AT1G08610","high"
29246,"SALK_023995C","B","TP1EXPT2","2","COFC-NGH","fruitnum",165,"AT3G30465","high"
29247,"SALK_006575C","B","TP1EXPT2","2","COFC-NGH","fruitnum",204,"AT3G47675","high"
29248,"CS22596","B","TP1EXPT2","2","COFC-NGH","fruitnum",234,"","high"
29255,"SALK_007810C","D","TP1EXPT2","2","COFC-NGH","fruitnum",170,"AT2G28640","high"
29258,"SALK_039361C","B","TP1EXPT2","2","COFC-NGH","fruitnum",151,"AT5G56670","high"
29261,"SALK_009619C","D","TP1EXPT2","2","COFC-NGH","fruitnum",135,"AT4G03010","high"
29268,"SALK_026797C","B","TP1EXPT2","2","COFC-NGH","fruitnum",189,"AT2G29550","high"
29269,"SALK_023726C","B","TP1EXPT2","2","COFC-NGH","fruitnum",141,"AT5G45430","high"
29274,"SALK_039456C","B","TP1EXPT2","2","COFC-NGH","fruitnum",191,"AT2G19450","high"
29278,"SALK_103127C","D","TP1EXPT2","2","COFC-NGH","fruitnum",130,"AT5G64080","high"
29284,"SALK_088429C","B","TP1EXPT2","2","COFC-NGH","fruitnum",166,"AT5G08020","high"
29285,"SALK_012792C","D","TP1EXPT2","2","COFC-NGH","fruitnum",164,"AT3G27480","high"
29286,"SALK_025451C","D","TP1EXPT2","2","COFC-NGH","fruitnum",157,"AT4G27140","high"
29289,"SALK_047449C","D","TP1EXPT2","2","COFC-NGH","fruitnum",149,"AT1G65120","high"
29292,"SALK_004457C","D","TP1EXPT2","2","COFC-NGH","fruitnum",170,"AT2G15380","high"
29298,"SALK_075970C","B","TP1EXPT2","2","COFC-NGH","fruitnum",210,"AT3G16650","high"
29301,"SALK_004686C","D","TP1EXPT2","2","COFC-NGH","fruitnum",165,"AT3G10360","high"
29303,"SALK_012553C","B","TP1EXPT2","2","COFC-NGH","fruitnum",175,"AT3G06170","high"
29307,"SALK_002904C","B","TP1EXPT2","2","COFC-NGH","fruitnum",166,"AT5G66560","high"
29308,"SALK_079811C","D","TP1EXPT2","2","COFC-NGH","fruitnum",134,"AT1G77200","high"
29319,"SALK_025890C","B","TP1EXPT2","2","COFC-NGH","fruitnum",128,"AT3G44713","high"
29346,"SALK_007810C","B","TP1EXPT2","2","COFC-NGH","fruitnum",132,"AT2G28640","high"
29348,"SALK_047449C","D","TP1EXPT2","2","COFC-NGH","fruitnum",126,"AT1G65120","high"
29353,"CS22618","D","TP1EXPT2","2","COFC-NGH","fruitnum",173,"","high"
29354,"CS22596","D","TP1EXPT2","2","COFC-NGH","fruitnum",151,"","high"
29359,"SALK_047862C","B","TP1EXPT2","2","COFC-NGH","fruitnum",156,"AT5G38150","high"
29363,"SALK_002876C","D","TP1EXPT2","2","COFC-NGH","fruitnum",143,"AT5G19870","high"
29369,"SALK_042719C","D","TP1EXPT2","2","COFC-NGH","fruitnum",134,"AT2G27070","high"
29378,"SALK_023625C","B","TP1EXPT2","2","COFC-NGH","fruitnum",135,"AT2G01730","high"
29382,"SALK_025407C","B","TP1EXPT2","2","COFC-NGH","fruitnum",146,"AT5G55800","high"
29387,"SALK_042719C","D","TP1EXPT2","2","COFC-NGH","fruitnum",132,"AT2G27070","high"
29388,"SALK_025890C","D","TP1EXPT2","2","COFC-NGH","fruitnum",138,"AT3G44713","high"
29406,"SALK_002876C","B","TP1EXPT2","2","COFC-NGH","fruitnum",181,"AT5G19870","high"
29411,"SALK_138583C","D","TP1EXPT2","2","COFC-NGH","fruitnum",146,"AT5G61190","high"
29414,"SALK_093390C","D","TP1EXPT2","2","COFC-NGH","fruitnum",130,"AT4G31170","high"
29422,"SALK_127456C","D","TP1EXPT2","2","COFC-NGH","fruitnum",145,"AT5G25180","high"
29424,"SALK_024742C","B","TP1EXPT2","2","COFC-NGH","fruitnum",159,"AT1G08610","high"
29427,"SALK_012792C","B","TP1EXPT2","2","COFC-NGH","fruitnum",142,"AT3G27480","high"
29433,"SALK_047449C","D","TP1EXPT2","2","COFC-NGH","fruitnum",195,"AT1G65120","high"
29435,"SALK_123484C","D","TP1EXPT2","2","COFC-NGH","fruitnum",142,"AT1G25490","high"
29436,"SALK_022902C","A","TP1EXPT2","2","COFC-NGH","fruitnum",173,"AT5G17180","high"
29437,"SALK_024197C","D","TP1EXPT2","2","COFC-NGH","fruitnum",127,"AT2G13550","high"
29440,"SALK_049220C","B","TP1EXPT2","2","COFC-NGH","fruitnum",224,"AT3G57670","high"
29443,"SALK_006487C","B","TP1EXPT2","2","COFC-NGH","fruitnum",140,"AT1G64150","high"
29453,"SALK_025890C","B","TP1EXPT2","2","COFC-NGH","fruitnum",166,"AT3G44713","high"
29455,"SALK_066578C","B","TP1EXPT2","2","COFC-NGH","fruitnum",191,"AT3G05155","high"
29458,"SALK_053489C","B","TP1EXPT2","2","COFC-NGH","fruitnum",130,"AT3G02410","high"
29460,"SALK_039302C","B","TP1EXPT2","2","COFC-NGH","fruitnum",163,"AT3G01460","high"
29467,"SALK_093390C","B","TP1EXPT2","2","COFC-NGH","fruitnum",170,"AT4G31170","high"
29472,"SALK_049220C","B","TP1EXPT2","2","COFC-NGH","fruitnum",192,"AT3G57670","high"
29476,"SALK_004457C","B","TP1EXPT2","2","COFC-NGH","fruitnum",147,"AT2G15380","high"
29482,"SALK_047992C","B","TP1EXPT2","2","COFC-NGH","fruitnum",133,"AT5G59960","high"
29485,"SALK_047449C","B","TP1EXPT2","2","COFC-NGH","fruitnum",127,"AT1G65120","high"
29486,"SALK_002904C","D","TP1EXPT2","2","COFC-NGH","fruitnum",144,"AT5G66560","high"
29487,"SALK_022902C","D","TP1EXPT2","2","COFC-NGH","fruitnum",135,"AT5G17180","high"
29503,"SALK_042719C","B","TP1EXPT2","2","COFC-NGH","fruitnum",160,"AT2G27070","high"
29504,"SALK_024197C","B","TP1EXPT2","2","COFC-NGH","fruitnum",148,"AT2G13550","high"
29505,"SALK_025407C","B","TP1EXPT2","2","COFC-NGH","fruitnum",129,"AT5G55800","high"
29506,"SALK_072624C","D","TP1EXPT2","2","COFC-NGH","fruitnum",208,"AT4G04720","high"
29509,"SALK_006575C","B","TP1EXPT2","2","COFC-NGH","fruitnum",145,"AT3G47675","high"
29511,"SALK_082690C","B","TP1EXPT2","2","COFC-NGH","fruitnum",174,"AT1G04760","high"
29512,"SALK_016557C","D","TP1EXPT2","2","COFC-NGH","fruitnum",133,"AT5G14890","high"
29516,"SALK_022201C","D","TP1EXPT2","2","COFC-NGH","fruitnum",147,"AT5G35920","high"
29517,"SALK_049342C","D","TP1EXPT2","2","COFC-NGH","fruitnum",168,"AT2G22610","high"
29527,"SALK_072624C","D","TP1EXPT2","2","COFC-NGH","fruitnum",152,"AT4G04720","high"
29528,"SALK_023915C","D","TP1EXPT2","2","COFC-NGH","fruitnum",131,"AT4G13940","high"
29543,"CS22617","D","TP1EXPT2","2","COFC-NGH","fruitnum",132,"","high"
29546,"SALK_020181C","D","TP1EXPT2","2","COFC-NGH","fruitnum",141,"AT4G39610","high"
29548,"SALK_041685C","D","TP1EXPT2","2","COFC-NGH","fruitnum",135,"AT3G28890","high"
29560,"SALK_053489C","B","TP1EXPT2","2","COFC-NGH","fruitnum",173,"AT3G02410","high"
29566,"SALK_079811C","B","TP1EXPT2","2","COFC-NGH","fruitnum",193,"AT1G77200","high"
29567,"SALK_022902C","D","TP1EXPT2","2","COFC-NGH","fruitnum",156,"AT5G17180","high"
29573,"SALK_016332C","D","TP1EXPT2","2","COFC-NGH","fruitnum",152,"AT3G53180","high"
29574,"SALK_047992C","D","TP1EXPT2","2","COFC-NGH","fruitnum",137,"AT5G59960","high"
29579,"SALK_020158C","B","TP1EXPT2","2","COFC-NGH","fruitnum",173,"AT1G69260","high"
29586,"CS22635","B","TP1EXPT2","2","COFC-NGH","fruitnum",140,"","high"
29595,"SALK_025407C","D","TP1EXPT2","2","COFC-NGH","fruitnum",126,"AT5G55800","high"
29597,"SALK_039456C","D","TP1EXPT2","2","COFC-NGH","fruitnum",162,"AT2G19450","high"
