"plantID","accession","plantnum_experiment","parent_experiment","Parent1","Parent2","treatment","experiment","meta.experiment","facility"
25144,"SALK_059714C","3-B-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25145,"SALK_060466C","3-B-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25146,"SALK_033439C","3-C-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25147,"SALK_064125C","3-C-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25148,"SALK_065368C","3-C-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25149,"SALK_064586C","3-C-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25150,"SALK_064363C","3-D-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25151,"SALK_035635C","3-D-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25152,"SALK_035192C","3-D-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25153,"SALK_059965C","3-D-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25154,"SALK_035789C","3-E-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25155,"SALK_062740C","3-E-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25156,"SALK_059811C","3-E-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25157,"SALK_061917C","3-E-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25158,"CS22618","3-F-1","CofC_SFPhyt01-1A1_0001",0,0,"control","CofC-SF13","farm","COFC-NGH"
25159,"SALK_059631C","3-F-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25160,"SALK_064648C","3-F-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25161,"SALK_061644C","3-F-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25162,"SALK_037126C","3-G-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25163,"SALK_060207C","3-G-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25164,"SALK_063797C","3-G-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25165,"SALK_065634C","3-G-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25166,"SALK_062510C","3-H-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25167,"SALK_064469C","3-H-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25168,"CS22636","3-H-3","CofC_SFPhyt01_0007",0,0,"control","CofC-SF13","farm","COFC-NGH"
25169,"SALK_022063C","3-H-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25170,"SALK_035485C","4-A-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25171,"SALK_061260C","4-A-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25172,"SALK_062072C","4-A-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25173,"SALK_060589C","4-A-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25174,"SALK_063409C","4-B-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25175,"SALK_060019C","4-B-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25176,"SALK_023274C","4-B-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25177,"SALK_061008C","4-B-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25178,"SALK_022827C","4-C-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25179,"SALK_060802C","4-C-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25180,"SALK_063349C","4-C-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25181,"SALK_020408C","4-C-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25182,"SALK_064430C","4-D-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25183,"SALK_062809C","4-D-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25184,"CS22635","4-D-3","CofC_SFPhyt02_0135",0,0,"control","CofC-SF13","farm","COFC-NGH"
25185,"SALK_059372C","4-D-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25186,"SALK_062514C","4-E-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25187,"SALK_061344C","4-E-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25188,"SALK_063521C","4-E-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25189,"SALK_025558C","4-E-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25190,"SALK_059388C","4-F-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25191,"SALK_060209C","4-F-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25192,"CS22659","4-F-3","SFPhyt02_5F3_0151",0,0,"control","CofC-SF13","farm","COFC-NGH"
25193,"SALK_064700C","4-F-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25194,"SALK_065463C","4-G-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25195,"SALK_064022C","4-G-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25196,"SALK_064614C","4-G-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25197,"SALK_063918C","4-G-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25198,"SALK_064085C","4-H-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25199,"SALK_028506C","4-H-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25200,"SALK_059934C","4-H-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25201,"SALK_061960C","4-H-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25202,"SALK_021007C","5-A-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25203,"SALK_059255C","5-A-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25204,"SALK_064256C","5-A-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25205,"CS22633","5-A-4","CofC_SFPhyt02_0031",0,0,"control","CofC-SF13","farm","COFC-NGH"
25206,"SALK_060900C","5-B-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25207,"SALK_061559C","5-B-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25208,"SALK_060993C","5-B-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25209,"SALK_061602C","5-B-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25210,"SALK_065407C","5-C-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25211,"SALK_060155C","5-C-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25212,"SALK_064209C","5-C-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25213,"SALK_065148C","5-C-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25214,"SALK_064078C","5-D-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25215,"SALK_059502C","5-D-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25216,"SALK_064820C","5-D-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25217,"SALK_059706C","5-D-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25218,"SALK_062583C","5-E-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25219,"SALK_024470C","5-E-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25220,"SALK_064116C","5-E-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25221,"SALK_063534C","5-E-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25222,"COL70000","5-F-1","CofC_SFPhyt02_0143",0,0,"control","CofC-SF13","farm","COFC-NGH"
25223,"SALK_059609C","5-F-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25224,"SALK_062881C","5-F-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25225,"SALK_062788C","5-F-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25226,"CS22618","5-G-1","CofC_SFPhyt01-1A1_0001",0,0,"control","CofC-SF13","farm","COFC-NGH"
25227,"SALK_062388C","5-G-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25228,"COL70000","5-G-3","CofC_SFPhyt02_0143",0,0,"control","CofC-SF13","farm","COFC-NGH"
25229,"SALK_062878C","5-G-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25230,"SALK_020555C","5-H-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25231,"SALK_061125C","5-H-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25232,"SALK_031553C","5-H-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25233,"SALK_031892C","5-H-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25234,"SALK_064337C","6-A-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25235,"CS22635","6-A-2","CofC_SFPhyt02_0135",0,0,"control","CofC-SF13","farm","COFC-NGH"
25236,"CS22658","6-A-3","CofC_SFPhyt02_0077",0,0,"control","CofC-SF13","farm","COFC-NGH"
25237,"SALK_042736C","6-A-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25238,"SALK_061943C","6-B-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25239,"SALK_026002C","6-B-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25240,"SALK_062174C","6-B-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25241,"SALK_065452C","6-B-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25242,"SALK_025399C","6-C-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25243,"SALK_064489C","6-C-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25244,"SALK_026584C","6-C-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25245,"SALK_062511C","6-C-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25246,"SALK_059376C","6-D-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25247,"SALK_060618C","6-D-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25248,"SALK_062380C","6-D-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25249,"SALK_063278C","6-D-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25250,"SALK_023154C","6-E-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25251,"SALK_064499C","6-E-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25252,"SALK_063592C","6-E-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25253,"SALK_059471C","6-E-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25254,"SALK_033566C","6-F-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25255,"SALK_060074C","6-F-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25256,"SALK_064414C","6-F-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25257,"SALK_062065C","6-F-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25258,"SALK_063943C","6-G-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25259,"CS22596","6-G-2","CofC_SFPhyt01_0013",0,0,"control","CofC-SF13","farm","COFC-NGH"
25260,"SALK_059924C","6-G-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25261,"SALK_063422C","6-G-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25262,"SALK_037106C","6-H-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25263,"CS22617","6-H-2","CofC_SFPhyt02_0055",0,0,"control","CofC-SF13","farm","COFC-NGH"
25264,"SALK_060266C","6-H-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25265,"SALK_059656C","6-H-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25266,"SALK_065683C","7-A-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25267,"SALK_064759C","7-A-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25268,"SALK_035035C","7-A-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25269,"SALK_020009C","7-A-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25270,"CS22633","7-B-1","CofC_SFPhyt02_0031",0,0,"control","CofC-SF13","farm","COFC-NGH"
25271,"SALK_062527C","7-B-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25272,"SALK_022430C","7-B-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25273,"SALK_023163C","7-B-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25274,"SALK_064383C","7-C-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25275,"SALK_063555C","7-C-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25276,"SALK_025423C","7-C-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25277,"SALK_062057C","7-C-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25278,"SALK_061848C","7-D-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25279,"SALK_022096C","7-D-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25280,"SALK_065087C","7-D-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25281,"CS22618","7-D-4","CofC_SFPhyt01-1A1_0001",0,0,"control","CofC-SF13","farm","COFC-NGH"
25282,"SALK_021265C","7-E-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25283,"SALK_061071C","7-E-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25284,"SALK_062021C","7-E-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25285,"SALK_023094C","7-E-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25286,"SALK_064692C","7-F-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25287,"SALK_060375C","7-F-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25288,"SALK_023920C","7-F-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25289,"CS22617","7-F-4","CofC_SFPhyt02_0055",0,0,"control","CofC-SF13","farm","COFC-NGH"
25290,"SALK_065668C","7-G-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25291,"SALK_061294C","7-G-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25292,"CS22647","7-G-3","CofC_SFPhyt01_0018",0,0,"control","CofC-SF13","farm","COFC-NGH"
25293,"SALK_021012C","7-G-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25294,"SALK_063548C","7-H-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25295,"SALK_059943C","7-H-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25296,"SALK_062102C","7-H-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25297,"COL70000","7-H-4","CofC_SFPhyt02_0143",0,0,"control","CofC-SF13","farm","COFC-NGH"
25298,"CS22636","8-A-1","CofC_SFPhyt01_0007",0,0,"control","CofC-SF13","farm","COFC-NGH"
25299,"CS22635","8-A-2","CofC_SFPhyt02_0135",0,0,"control","CofC-SF13","farm","COFC-NGH"
25300,"SALK_033172C","8-A-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25301,"CS22596","8-A-4","CofC_SFPhyt01_0013",0,0,"control","CofC-SF13","farm","COFC-NGH"
25302,"CS22647","8-B-1","CofC_SFPhyt01_0018",0,0,"control","CofC-SF13","farm","COFC-NGH"
25303,"SALK_065554C","8-B-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25304,"SALK_059417C","8-B-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25305,"SALK_035981C","8-B-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25306,"SALK_065423C","8-C-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25307,"SALK_059480C","8-C-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25308,"SALK_035062C","8-C-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25309,"SALK_062015C","8-C-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25310,"SALK_061831C","8-D-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25311,"SALK_020322C","8-D-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25312,"SALK_064786C","8-D-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25313,"SALK_024871C","8-D-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25314,"SALK_060729C","8-E-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25315,"SALK_021760C","8-E-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25316,"SALK_061839C","8-E-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25317,"SALK_062956C","8-E-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25318,"SALK_064409C","8-F-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25319,"SALK_062789C","8-F-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25320,"SALK_063679C","8-F-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25321,"SALK_063496C","8-F-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25322,"SALK_061944C","8-G-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25323,"SALK_027874C","8-G-2","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25324,"SALK_019920C","8-G-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25325,"SALK_062226C","8-G-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25326,"SALK_063167C","8-H-1","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25327,"CS22659","8-H-2","SFPhyt02_5F3_0151",0,0,"control","CofC-SF13","farm","COFC-NGH"
25328,"SALK_026290C","8-H-3","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25329,"SALK_065307C","8-H-4","new_seeds",0,0,"control","CofC-SF13","farm","COFC-NGH"
25330,"CS22635","1-A-1","CofC_SFPhyt02_0135",0,0,"control","CofC-SF14","farm","COFC-NGH"
25331,"SALK_067657C","1-A-2","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25332,"SALK_026354C","1-A-3","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25333,"SALK_067560C","1-A-4","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25334,"SALK_023325C","1-B-1","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25335,"SALK_108798C","1-B-2","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25336,"SALK_023198C","1-B-3","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25337,"SALK_111105C","1-B-4","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25338,"SALK_027423C","1-C-1","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25339,"SALK_093613C","1-C-2","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25340,"SALK_048476C","1-C-3","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25341,"SALK_075391C","1-C-4","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25342,"SALK_093360C","1-D-1","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25343,"SALK_075260C","1-D-2","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25344,"SALK_109596C","1-D-3","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25345,"CS22636","1-D-4","CofC_SFPhyt01_0007",0,0,"control","CofC-SF14","farm","COFC-NGH"
25346,"SALK_035236C","1-E-1","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25347,"CS22596","1-E-2","CofC_SFPhyt01_0013",0,0,"control","CofC-SF14","farm","COFC-NGH"
25348,"SALK_075421C","1-E-3","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25349,"SALK_073973C","1-E-4","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25350,"SALK_019969C","1-F-1","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25351,"CS22659","1-F-2","CofC_SFPhyt03_0013",0,0,"control","CofC-SF14","farm","COFC-NGH"
25352,"SALK_035196C","1-F-3","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25353,"SALK_067909C","1-F-4","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25354,"CS22647","1-G-1","CofC_SFPhyt02_0064",0,0,"control","CofC-SF14","farm","COFC-NGH"
25355,"SALK_023120C","1-G-2","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25356,"SALK_142677C","1-G-3","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25357,"SALK_135486C","1-G-4","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25358,"SALK_065733C","1-H-1","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25359,"COL70000","1-H-2","CofC_SFPhyt03_0017",0,0,"control","CofC-SF14","farm","COFC-NGH"
25360,"SALK_035673C","1-H-3","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25361,"SALK_023070C","1-H-4","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25362,"SALK_025160C","2-A-1","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25363,"SALK_027049C","2-A-2","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25364,"SALK_047716C","2-A-3","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25365,"SALK_050239C","2-A-4","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25366,"SALK_031367C","2-B-1","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25367,"SALK_074414C","2-B-2","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25368,"SALK_044508C","2-B-3","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25369,"SALK_066875C","2-B-4","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25370,"SALK_109391C","2-C-1","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25371,"SALK_123074C","2-C-2","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25372,"SALK_110904C","2-C-3","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25373,"SALK_068599C","2-C-4","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25374,"SALK_075713C","2-D-1","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25375,"SALK_035348C","2-D-2","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25376,"SALK_071013C","2-D-3","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25377,"SALK_111046C","2-D-4","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25378,"SALK_075433C","2-E-1","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25379,"SALK_023895C","2-E-2","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25380,"SALK_048257C","2-E-3","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25381,"SALK_111020C","2-E-4","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25382,"SALK_066222C","2-F-1","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25383,"SALK_048448C","2-F-2","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25384,"SALK_024022C","2-F-3","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25385,"SALK_027263C","2-F-4","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25386,"SALK_075540C","2-G-1","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25387,"CS22658","2-G-2","CofC_SFPhyt03_0033",0,0,"control","CofC-SF14","farm","COFC-NGH"
25388,"SALK_013526C","2-G-3","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25389,"SALK_048924C","2-G-4","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25390,"SALK_068045C","2-H-1","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25391,"SALK_111270C","2-H-2","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25392,"SALK_035413C","2-H-3","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25393,"CS22659","2-H-4","CofC_SFPhyt03_0013",0,0,"control","CofC-SF14","farm","COFC-NGH"
25394,"SALK_075698C","3-A-1","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25395,"SALK_067810C","3-A-2","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25396,"SALK_049449C","3-A-3","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25397,"SALK_066506C","3-A-4","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25398,"SALK_048881C","3-B-1","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25399,"SALK_086890C","3-B-2","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25400,"SALK_075672C","3-B-3","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25401,"SALK_066344C","3-B-4","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25402,"SALK_109626C","3-C-1","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25403,"SALK_089798C","3-C-2","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25404,"SALK_024005C","3-C-3","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25405,"SALK_110194C","3-C-4","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25406,"SALK_034364C","3-D-1","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25407,"SALK_066699C","3-D-2","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25408,"SALK_109513C","3-D-3","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25409,"CS22636","3-D-4","CofC_SFPhyt01_0007",0,0,"control","CofC-SF14","farm","COFC-NGH"
25410,"SALK_023720C","3-E-1","new_seeds",0,0,"control","CofC-SF14","farm","COFC-NGH"
25411,"CS22633","3-E-2","CofC_SFPhyt03_0004",0,0,"control","CofC-SF14","farm","COFC-NGH"
25412,"CS22633","3-E-3","CofC_SFPhyt03_0004",0,0,"control","CofC-SF14","farm","COFC-NGH"
